
slabel,plabel,v
哈萨克斯坦,语言,哈萨克语(KazakTili)、俄语
格鲁吉亚,语言,格鲁吉亚语
阿塞拜疆,语言,阿塞拜疆语
尼泊尔,语言,尼泊尔语
巴基斯坦,语言,乌尔都语，英语
老挝,语言,老挝语
土库曼斯坦,语言,土库曼语
乌兹别克斯坦,语言,乌兹别克语
柬埔寨,语言,高棉语
孟加拉国,语言,孟加拉语，英语
斯里兰卡,语言,僧伽罗语，泰米尔语
马尔代夫,语言,迪维希语(Dhivehi)
沙特阿拉伯,语言,阿拉伯语
科威特,语言,阿拉伯语
阿拉伯联合酋长国,语言,阿拉伯语
阿曼,语言,阿拉伯语
也门,语言,阿拉伯语
巴勒斯坦,语言,阿拉伯语
阿联酋,语言,阿拉伯语
阿尔及利亚,语言,阿拉伯语
突尼斯,语言,阿拉伯语
利比亚,语言,阿拉伯语
约旦,语言,阿拉伯语
黎巴嫩,语言,阿拉伯语
毛里塔尼亚,语言,阿拉伯语
卡塔尔,语言,阿拉伯语
巴林,语言,阿拉伯语
土耳其,语言,土耳其语
挪威,语言,挪威语，通用英语和瑞典语。
瑞士,语言,德语，法语，意大利语，罗曼什语
日内瓦,语言,法语
摩纳哥,语言,法语
法属圭亚那,语言,法语
塞内加尔,语言,法语
中非,语言,法语
贝宁,语言,法语
多哥,语言,法语
几内亚,语言,法语
加蓬,语言,法语
金沙萨,语言,法语
布基纳法索,语言,法语
刚果共和国,语言,法语
刚果民主共和国,语言,法语
科特迪瓦,语言,法语
法国,语言,法语
马耳他,语言,马耳他语和英语
安道尔,语言,加泰罗尼亚语
以色列,语言,希伯来语、阿拉伯语
新加坡,语言,英语，华语，马来语，泰米尔语
东帝汶,语言,德顿语，葡萄牙语
苏里南,语言,荷兰语
巴西,语言,巴西葡萄牙语，通用西班牙语
荷兰,语言,荷兰语、德语
罗马尼亚,语言,罗马尼亚语
马达加斯加,语言,法语，马达加斯加语
马里,语言,法语，班巴拉语
马绍尔群岛,语言,马绍尔语
毛里求斯,语言,英语、法语
莫桑比克,语言,葡萄牙语
圣多美和普林西比,语言,葡萄牙语
安哥拉,语言,葡萄牙语
佛得角,语言,葡萄牙语
几内亚比绍,语言,葡萄牙语
尼日尔,语言,法语，豪萨语大部分通用
葡萄牙,语言,葡萄牙语，通用西班牙语
瑞典,语言,瑞典语
塞浦路斯,语言,希腊语，土耳其语，英语。
塞舌尔,语言,克里奥尔语，法语，英语
斯威士兰,语言,英语，斯威士语，祖鲁语
索马里,语言,索马里语，阿拉伯语
坦桑尼亚,语言,斯瓦希里语，英语
肯尼亚,语言,斯瓦希里语，英语
汤加,语言,英语，汤加语
图瓦卢,语言,英语，图瓦卢语
瓦努阿图,语言,英语、法语、比斯拉马语
乌克兰,语言,乌克兰语，通用俄语
匈牙利,语言,匈牙利语
布达佩斯,语言,匈牙利语
乍得,语言,法语，阿拉伯语
吉布提,语言,法语，阿拉伯语
斐济,语言,英语，斐济语，印地语
阿尔巴尼亚,语言,阿尔巴尼亚语
埃塞俄比亚,语言,阿姆哈拉语为联邦工作语言，通用英语
爱尔兰,语言,爱尔兰语，英语
巴布亚新几内亚,语言,英语、巴布亚皮钦语
保加利亚,语言,保加利亚语
波兰,语言,波兰语
博茨瓦纳,语言,英语，茨瓦纳语
芬兰,语言,芬兰语，瑞典语
冈比亚,语言,英语（2014年3月14日前）、曼丁哥语
海地,语言,法语，克里奥尔语
喀麦隆,语言,法语、英语
科摩罗,语言,科摩罗语，法语，阿拉伯语
莱索托,语言,英语，塞苏陀语
卢森堡,语言,法语、德语和卢森堡语
卢旺达,语言,卢旺达语，法语
亚美尼亚,语言,亚美尼亚语，通用英语。
捷克,语言,捷克语
爱沙尼亚,语言,爱沙尼亚语
厄立特里亚,语言,提格雷尼亚语，阿拉伯语，英语
克罗地亚,语言,克罗地亚语
立陶宛,语言,立陶宛语
马其顿,语言,马其顿语
摩尔多瓦,语言,摩尔多瓦语
帕劳,语言,英语日语（安加尔州）帕劳语
波多黎各,语言,西班牙语、英语
塞尔维亚,语言,塞尔维亚语
斯洛伐克,语言,斯洛伐克语
斯洛文尼亚,语言,斯洛文尼亚语
中华人民共和国,语言,汉语普通话
白俄罗斯,语言,白俄罗斯语，俄语
比利时,语言,荷兰语，法语，德语
布隆迪,语言,基隆迪语，法语
拉脱维亚,语言,拉脱维亚语
黑山共和国,语言,黑山语（塞尔维亚语）
科索沃,语言,阿尔巴尼亚语、塞尔维亚语
波黑共和国,语言,波斯尼亚语、塞尔维亚语、克罗地亚语
萨摩亚,语言,萨摩亚语
加拿大,语言,英语，法语
日本,语言,日语
苏丹,语言,英语、阿拉伯语
伊拉克,语言,阿拉伯语，库尔德语
摩洛哥,语言,法语，阿拉伯语，西班牙语
叙利亚,语言,阿拉伯语，通用英语和法语
冰岛,语言,冰岛语
摩加迪沙,语言,索马里语和阿拉伯语
温得和克,语言,南非荷兰语
赫尔辛基,语言,芬兰语和瑞典语
伯恩,语言,德语、法语
马来西亚,宗教,伊斯兰教
回族,宗教,伊斯兰教
维吾尔族,宗教,伊斯兰教
泰国,宗教,佛教
南亚,宗教,南亚是佛教和印度教的发源地。斯里兰卡人信奉佛教，印度人、尼泊尔人信奉印度教，而巴基斯坦和孟加拉国以伊斯兰教为主
巴西,宗教,多信奉天主教
埃及,宗教,多信奉伊斯兰教
东南亚,宗教,本区信仰宗教的国家有很多
菲律宾,宗教,天主教
澳大利亚,宗教,居民主要信奉基督教
西亚,宗教,大多数信仰伊斯兰教
西亚,宗教,伊斯兰教、基督教和犹太教的发源地
美国,宗教,美国居民信奉的宗教是基督教
藏族,宗教,喇嘛教
蒙古族,宗教,喇嘛教
汉族,宗教,佛教、道教和基督教
中国,宗教,大多数人不信教，少部分汉族人信奉佛教、道教和基督教。我国少数民族中，维吾尔族、回族多信仰伊斯兰教；藏族、蒙古族多信仰喇嘛教
我国,宗教,大多数人不信教，少部分汉族人信奉佛教、道教和基督教。我国少数民族中，维吾尔族、回族多信仰伊斯兰教；藏族、蒙古族多信仰喇嘛教
中国,宗教,大多数人不信教，少部分汉族人信奉佛教、道教和基督教。我国少数民族中，维吾尔族、回族多信仰伊斯兰教；藏族、蒙古族多信仰喇嘛教
中东,宗教,中东是伊斯兰教、基督教和犹太教的发源地。大多数居民信仰伊斯兰教，少数居民信仰基督教、犹太教和其他宗教。耶路撒冷被伊斯兰教、基督教和犹太教都视为圣城。
印度,宗教,多信奉印度教
台湾,宗教,佛教、道教、基督新教、天主教等
台湾省,宗教,佛教、道教、基督新教、天主教等
赞比亚,宗教,基督教，天主教，原始宗教
俄罗斯,宗教,91%信东正教，5%信伊斯兰教
埃及,宗教,伊斯兰教
塔吉克斯坦,宗教,伊斯兰教
吉尔吉斯斯坦,宗教,伊斯兰教
阿富汗,宗教,伊斯兰教
阿塞拜疆,宗教,伊斯兰教
巴基斯坦,宗教,伊斯兰教
土库曼斯坦,宗教,伊斯兰教
科威特,宗教,伊斯兰教
阿拉伯联合酋长国,宗教,伊斯兰教
阿曼,宗教,伊斯兰教
也门,宗教,伊斯兰教
土耳其,宗教,伊斯兰教
尼日尔,宗教,伊斯兰教
塞内加尔,宗教,伊斯兰教
索马里,宗教,伊斯兰教
巴勒斯坦,宗教,伊斯兰教
多哥,宗教,伊斯兰教
多哈,宗教,伊斯兰教
冈比亚,宗教,伊斯兰教
吉布提,宗教,伊斯兰教
几内亚,宗教,伊斯兰教
几内亚比绍,宗教,伊斯兰教
科摩罗,宗教,伊斯兰教
阿联酋,宗教,伊斯兰教
科索沃,宗教,伊斯兰教
阿尔及利亚,宗教,伊斯兰教
苏丹,宗教,伊斯兰教
伊拉克,宗教,伊斯兰教
摩洛哥,宗教,伊斯兰教
叙利亚,宗教,伊斯兰教
突尼斯,宗教,伊斯兰教
利比亚,宗教,伊斯兰教
约旦,宗教,伊斯兰教
毛里塔尼亚,宗教,伊斯兰教
卡塔尔,宗教,伊斯兰教
巴林,宗教,伊斯兰教
德国,宗教,基督新教，天主教
加拿大,宗教,基督新教，天主教
美国,宗教,新教、天主教、摩门教、犹太教
印度,宗教,印度教，伊斯兰教，锡克教
韩国,宗教,佛教、基督新教、天主教
马来西亚,宗教,伊斯兰教、佛教、基督教、印度教
文莱,宗教,伊斯兰教，佛教，道教
印度尼西亚,宗教,伊斯兰教，基督教新教，天主教
蒙古,宗教,喇嘛教、黄教
缅甸,宗教,佛教
金边,宗教,佛教
尼日利亚,宗教,伊斯兰教，基督教
塞拉利昂,宗教,伊斯兰教，基督教
黎巴嫩,宗教,伊斯兰教，基督教
泰国,宗教,上座部佛教
老挝,宗教,上座部佛教
柬埔寨,宗教,上座部佛教
菲律宾,宗教,天主教，伊斯兰教等
南非,宗教,天主教
赤道几内亚,宗教,天主教
墨西哥,宗教,天主教
巴拉圭,宗教,天主教
意大利,宗教,天主教
梵蒂冈,宗教,天主教
西班牙,宗教,天主教
奥地利,宗教,天主教
摩纳哥,宗教,天主教
圣马力诺,宗教,天主教
列支敦士登,宗教,天主教
安道尔,宗教,天主教
法属圭亚那,宗教,天主教
哥伦比亚,宗教,天主教
秘鲁,宗教,天主教
乌拉圭,宗教,天主教
巴西,宗教,天主教
阿根廷,宗教,天主教
尼加拉瓜,宗教,天主教
葡萄牙,宗教,天主教
萨尔瓦多,宗教,天主教
塞舌尔,宗教,天主教
圣多美和普林西比,宗教,天主教
圣卢西亚,宗教,天主教
危地马拉,宗教,天主教
维拉港,宗教,天主教
爱尔兰,宗教,天主教
布宜诺斯艾利斯,宗教,天主教
厄瓜多尔,宗教,天主教
佛得角,宗教,天主教
格林纳达,宗教,天主教
古巴,宗教,天主教
洪都拉斯,宗教,天主教
卢森堡,宗教,天主教
多米尼克,宗教,天主教
多米尼加,宗教,天主教
克罗地亚,宗教,天主教
立陶宛,宗教,天主教
波多黎各,宗教,天主教
斯洛文尼亚,宗教,天主教
比利时,宗教,天主教
南非共和国,宗教,天主教
哥斯达黎加共和国,宗教,天主教
法国,宗教,天主教
委内瑞拉,宗教,天主教，基督教
不丹,宗教,藏传佛教
越南,宗教,佛教，天主教，和好教，高台教
朝鲜,宗教,佛教、天道教、天主教、基督教等
丹麦,宗教,基督教路德宗
挪威,宗教,基督教路德宗
瑞典,宗教,基督教路德宗
芬兰,宗教,基督教路德宗
爱沙尼亚,宗教,基督教路德宗
冰岛,宗教,基督教路德宗
莫斯科,宗教,东正教
希腊,宗教,东正教
格鲁吉亚,宗教,东正教
罗马尼亚,宗教,东正教
保加利亚,宗教,东正教
马其顿,宗教,东正教
摩尔多瓦,宗教,东正教
塞尔维亚,宗教,东正教
白俄罗斯,宗教,东正教
黑山共和国,宗教,东正教
雅库茨克,宗教,东正教
哈萨克斯坦,宗教,伊斯兰教、东正教
巴拿马,宗教,天主教，新教，伊斯兰教
尼泊尔,宗教,印度教，佛教
乌兹别克斯坦,宗教,伊斯兰教（逊尼派）
孟加拉国,宗教,伊斯兰教、印度教
斯里兰卡,宗教,佛教，印度教，伊斯兰教，天主教
马尔代夫,宗教,伊斯兰教为国教，属逊尼派。
沙特阿拉伯,宗教,逊尼派伊斯兰教
伊朗,宗教,伊斯兰教什叶派
瑞士,宗教,加尔文宗，天主教
马耳他,宗教,多信奉天主教，少数人信奉基督教新教和希腊东正教
以色列,宗教,犹太教、基督教、伊斯兰教
新加坡,宗教,佛教道教伊斯兰教基督教印度教
东帝汶,宗教,罗马天主教
波兰,宗教,罗马天主教
基里巴斯,宗教,罗马天主教
智利,宗教,天主教、福音教
苏里南,宗教,基督教、天主教、印度教
圭亚那,宗教,基督教，印度教，伊斯兰教
